Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.01664
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.0165
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.46606
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.47058
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.43631
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.64554
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.63787
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.63115
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.63281
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.77247
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.74181
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.85896
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.61949
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.65381
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.77857
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.58273
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.31177
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.6897
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.84753
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.85956
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.83154
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.80776
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00048
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00127
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0016
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00376
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00478
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00562
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00709
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00652
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00778
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00783
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00782
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0072
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00048
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00127
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0016
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00376
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00478
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00562
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00709
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00652
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00778
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00783
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.00782
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,0.0072
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,199401464.22782
2001,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,214600387.4975
2002,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,225685499.86185
2003,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,231347147.31417
2004,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,237878530.84712
2005,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,259616117.20791
2006,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,269096319.2046
2007,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,286677020.0232
2008,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,300179589.15642
2009,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,321367192.28954
2010,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,333785838.29418
2011,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,342049923.98033
2012,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,362856295.73975
2013,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,369776863.35661
2014,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,375258182.66938
2015,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,412504058.94215
2016,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,435896459.05914
2017,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,446285008.83793
2018,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,450127483.22118
2019,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,462025322.09749
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7285583.464
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7848600.179
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7184479.54605
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,10769346.64085
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,12115774.14755
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,13281323.37285
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,15216660.00025
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,21276229.6849
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,22486771.6737
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,27915548.231
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,22176111.3127
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,26775210.2488
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,34700765.80346
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,28613677.07642
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,16008460.53369
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,41866794.89307
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,55604305.36524
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,61615394.48271
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,63865089.98226
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,67180877.13271
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,474609.44
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,637303.626
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,802546.513
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,792565.039
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,859340.709
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1074468.171
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,736222.402
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,428599.573
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,605084.389
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1176826.939
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1438877.933
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1426934.175
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1787109.775
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1586191.666
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1807302.251
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1638529.993
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1899238.147
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2247417.988
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,2162696.13117
